nationality,image,name,club,position,height,foot,age
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SU.svg,83294.png,Denis Zakaria,AS Monaco,Defender Centre,191,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/NG.svg,80792.png,Wilfred Ndidi,Leicester City,Defender Centre,184,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,77206.png,Guido Rodríguez,Real Betis,Defensive Midfielder Centre,185,Right,30
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/MO.svg,77118.png,Sofyan Amrabat,ACF Fiorentina,Defensive Midfielder Centre,185,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,69941.png,Bryan Cristante,AS Roma,Defender Centre,186,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/DE.svg,60112.png,Pierre-Emile Hojbjerg,Tottenham Hotspur,Defensive Midfielder Centre,185,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/NE.svg,55478.png,Marten de Roon,Atalanta BC,Defender Centre,185,Right,33
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/GE.svg,52438.png,Emre Can,Borussia Dortmund,Defender Centre,185,Both,30
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/MO.svg,77118.png,Sofyan Amrabat,ACF Fiorentina,Defensive Midfielder Centre,185,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,69941.png,Bryan Cristante,AS Roma,Defender Centre,186,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/DE.svg,60112.png,Pierre-Emile Hojbjerg,Tottenham Hotspur,Defensive Midfielder Centre,185,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/NE.svg,55478.png,Marten de Roon,Atalanta BC,Defender Centre,185,Right,33
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/GE.svg,52438.png,Emre Can,Borussia Dortmund,Defender Centre,185,Both,30
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,50089.png,Danilo Pereira,Paris Saint-Germain,Defender Centre,188,Right,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CA.svg,47965.png,Geoffrey Kondogbia,Olympique Marseille,Defender Centre,188,Left,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,110049.png,Alejandro Balde,Barcelona,Defender Right Left,175,Left,20
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,104701.png,Nuno Mendes,Paris Saint-Germain,Defender Left,183,Left,21
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,94161.png,Pedro Porro,Tottenham Hotspur,Defender Right,176,Right,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/DE.svg,88424.png,Joakim Maehle,VfL Wolfsburg,Defender Right Left,184,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,82105.png,Nordi Mukiele,Paris Saint-Germain,Defender Right Centre,187,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,82015.png,Ben Chilwell,Chelsea,Defender Left,178,Left,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,81632.png,Davide Calabria,AC Milan,Defender Right,176,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EC.svg,80987.png,Pervis Estupiñán,Brighton and Hove Albion,Defender Left,175,Left,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/DE.svg,88424.png,Joakim Maehle,VfL Wolfsburg,Defender Right Left,184,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,82105.png,Nordi Mukiele,Paris Saint-Germain,Defender Right Centre,187,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,82015.png,Ben Chilwell,Chelsea,Defender Left,178,Left,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,81632.png,Davide Calabria,AC Milan,Defender Right,176,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EC.svg,80987.png,Pervis Estupiñán,Brighton and Hove Albion,Defender Left,175,Left,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/BE.svg,75764.png,Timothy Castagne,Fulham,Defender Right Left,187,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,60103.png,Leonardo Spinazzola,AS Roma,Defender Right Left,186,Right,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,57164.png,Marcos Acuña,Sevilla,Defender Left,172,Left,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,48635.png,Nicolás Tagliafico,Olympique Lyonnais,Defender Left,172,Left,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CO.svg,36627.png,Juan Cuadrado,Internazionale,Defender Right,179,Right,35
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,2958.png,Jesús Navas,Sevilla,Defender Right,170,Right,38
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,90317.png,Juan Foyth,Villarreal CF,Defender Right Centre,187,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/MO.svg,87422.png,Reinildo Mandava,Atlético Madrid,Defender Left Centre,180,Left,30
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SC.svg,83114.png,Kieran Tierney,Arsenal,Defender Left Centre,178,Left,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/BF.svg,101763.png,Edmond Tapsoba,Bayer Leverkusen,Defender Centre,190,Right,25
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,2958.png,Jesús Navas,Sevilla,Defender Right,170,Right,38
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/AR.svg,90317.png,Juan Foyth,Villarreal CF,Defender Right Centre,187,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/MO.svg,87422.png,Reinildo Mandava,Atlético Madrid,Defender Left Centre,180,Left,30
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SC.svg,83114.png,Kieran Tierney,Arsenal,Defender Left Centre,178,Left,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/BF.svg,101763.png,Edmond Tapsoba,Bayer Leverkusen,Defender Centre,190,Right,25
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/GE.svg,101303.png,Nico Schlotterbeck,Borussia Dortmund,Defender Centre,191,Left,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/NE.svg,100881.png,Jurriën Timber,Arsenal,Defender Right Left Centre,179,Right,22
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,99368.png,Jean Clair Todibo,OGC Nice,Defender Centre,190,Right,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,82097.png,Gianluca Mancini,AS Roma,Defender Centre,190,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/KO.svg,81783.png,Amir Rrahmani,SSC Napoli,Defender Centre,192,Both,30
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/GE.svg,73016.png,Lukas Klostermann,RB Leipzig,Defender Right Centre,185,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SU.svg,55619.png,Fabian Schär,Newcastle United,Defender Centre,186,Right,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,38794.png,Rafael Tolói,Atalanta BC,Defender Centre,187,Right,33
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/NE.svg,36680.png,Daley Blind,Girona FC,Defender Left Centre,180,Left,34
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,17403.png,Leonardo Bonucci,Fenerbahçe SK,Defender Centre,190,Right,36
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/GE.svg,73016.png,Lukas Klostermann,RB Leipzig,Defender Right Centre,185,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SU.svg,55619.png,Fabian Schär,Newcastle United,Defender Centre,186,Right,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,38794.png,Rafael Tolói,Atalanta BC,Defender Centre,187,Right,33
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/NE.svg,36680.png,Daley Blind,Girona FC,Defender Left Centre,180,Left,34
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,17403.png,Leonardo Bonucci,Fenerbahçe SK,Defender Centre,190,Right,36
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,104458.png,Pierre Kalulu,AC Milan,Defender Right Centre,184,Right,23
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/JP.svg,85867.png,Takehiro Tomiyasu,Arsenal,Defender Right Left Centre,188,Both,25
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,82096.png,Mario Hermoso,Atlético Madrid,Defender Left Centre,184,Left,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,76303.png,Joe Gomez,Liverpool,Defender Right Left Centre,185,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/BR.svg,41233.png,Alex Sandro,Juventus,Defender Left Centre,180,Left,33
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,22179.png,César Azpilicueta,Atlético Madrid,Defender Right Left Centre,178,Right,34
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,102524.png,Marc Guehi,Crystal Palace,Defender Centre,182,Right,23
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/BR.svg,94623.png,Roger Ibañez,Al Ahli SFC,Defender Centre,185,Right,25
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,91084.png,Ibrahima Konaté,Liverpool,Defender Centre,194,Right,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,89371.png,Ezri Konsa,Aston Villa,Defender Right Centre,183,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,22179.png,César Azpilicueta,Atlético Madrid,Defender Right Left Centre,178,Right,34
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,102524.png,Marc Guehi,Crystal Palace,Defender Centre,182,Right,23
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/BR.svg,94623.png,Roger Ibañez,Al Ahli SFC,Defender Centre,185,Right,25
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/FR.svg,91084.png,Ibrahima Konaté,Liverpool,Defender Centre,194,Right,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,89371.png,Ezri Konsa,Aston Villa,Defender Right Centre,183,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SC.svg,85730.png,Nikola Milenković,ACF Fiorentina,Defender Right Centre,195,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/MO.svg,81023.png,Nayef Aguerd,West Ham United,Defender Centre,190,Left,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,76246.png,David García,CA Osasuna,Defender Centre,185,Both,30
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SU.svg,75092.png,Nico Elvedi,Borussia Mönchengladbach,Defender Centre,189,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/BR.svg,73978.png,Diego Carlos,Aston Villa,Defender Centre,186,Right,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/DE.svg,71255.png,Joachim Andersen,Crystal Palace,Defender Centre,190,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CO.svg,67787.png,Chancel Mbemba,Olympique Marseille,Defender Centre,182,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,64154.png,Alessio Romagnoli,SS Lazio,Defender Centre,188,Left,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/HU.svg,52025.png,Willi Orban,RB Leipzig,Defender Centre,186,Right,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,51887.png,Iñigo Martínez,Barcelona,Defender Centre,182,Left,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/DE.svg,71255.png,Joachim Andersen,Crystal Palace,Defender Centre,190,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CO.svg,67787.png,Chancel Mbemba,Olympique Marseille,Defender Centre,182,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,64154.png,Alessio Romagnoli,SS Lazio,Defender Centre,188,Left,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/HU.svg,52025.png,Willi Orban,RB Leipzig,Defender Centre,186,Right,31
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,51887.png,Iñigo Martínez,Barcelona,Defender Centre,182,Left,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/SW.svg,51527.png,Victor Lindelöf,Manchester United,Defender Centre,187,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,46907.png,Lewis Dunk,Brighton and Hove Albion,Defender Centre,192,Right,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,2989.png,Raúl Albiol,Villarreal CF,Defender Centre,190,Right,38
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/GE.svg,113440.png,Giorgi Mamardashvili,Valencia CF,Goalkeeper,197,Right,23
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,97528.png,Robert Sánchez,Chelsea,Goalkeeper,197,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,93671.png,Guglielmo Vicario,Tottenham Hotspur,Goalkeeper,194,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,93388.png,Diogo Costa,FC Porto,Goalkeeper,187,Right,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,90918.png,Aaron Ramsdale,Arsenal,Goalkeeper,188,Right,25
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,88444.png,Unai Simón,Athletic Club,Goalkeeper,190,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,78609.png,Alex Meret,SSC Napoli,Goalkeeper,191,Left,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,93671.png,Guglielmo Vicario,Tottenham Hotspur,Goalkeeper,194,Right,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/PO.svg,93388.png,Diogo Costa,FC Porto,Goalkeeper,187,Right,24
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,90918.png,Aaron Ramsdale,Arsenal,Goalkeeper,188,Right,25
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,88444.png,Unai Simón,Athletic Club,Goalkeeper,190,Right,26
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/IT.svg,78609.png,Alex Meret,SSC Napoli,Goalkeeper,191,Left,27
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,76101.png,David Raya,Brentford,Goalkeeper,183,Right,28
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/ES.svg,75052.png,Álex Remiro,Real Sociedad,Goalkeeper,191,Right,29
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/EN.svg,68815.png,Nick Pope,Newcastle United,Goalkeeper,190,Right,32
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/MO.svg,51614.png,Yassine Bounou,Al Hilal SFC,Goalkeeper,190,Left,33
https://cdnjs.cloudflare.com/ajax/libs/flag-icon-css/3.3.0/flags/4x3/CR.svg,25010.png,Keylor Navas,Paris Saint-Germain,Goalkeeper,185,Right,37
